,Type,Latitude,Longitude,Year,Month,Day,Hour,Minute,Second
1986,Person and Vehicle search,51.511794,-0.101906,2022,9,11,0,17,29
1989,Person search,51.516869,-0.081113,2022,9,18,1,31,45
1991,Person and Vehicle search,51.516271,-0.092971,2022,9,20,18,12,48
1992,Person and Vehicle search,51.516271,-0.092971,2022,9,20,18,48,52
1993,Person and Vehicle search,51.517461,-0.089808,2022,9,20,19,54,54
1994,Person search,51.517461,-0.089808,2022,9,21,0,4,7
1996,Person search,51.512066,-0.074483,2022,9,22,4,14,47
1998,Person and Vehicle search,51.511896,-0.09154,2022,9,23,17,59,28
2002,Person search,51.516271,-0.092971,2022,9,27,18,20,33
2003,Person search,51.513079,-0.09407,2022,9,30,7,10,17
2005,Person and Vehicle search,51.517461,-0.089808,2022,9,30,18,27,30
2006,Person search,51.517239,-0.106076,2022,10,1,17,47,31
2007,Person and Vehicle search,51.512549,-0.095764,2022,10,3,0,28,6
2008,Person search,51.516271,-0.092971,2022,10,3,18,12,41
2009,Person search,51.517369,-0.094655,2022,10,3,22,59,2
2010,Person search,51.509744,-0.089208,2022,10,4,4,32,51
2015,Person and Vehicle search,51.512658,-0.092531,2022,10,6,21,13,0
2020,Person and Vehicle search,51.512105,-0.085089,2022,10,14,19,37,45
2021,Person search,51.520551,-0.0985,2022,10,15,3,27,33
2029,Person search,51.517785,-0.079907,2022,10,17,17,42,48
2030,Person search,51.517785,-0.079907,2022,10,17,18,0,29
2031,Person search,51.517785,-0.079907,2022,10,17,20,48,17
2032,Person and Vehicle search,51.511794,-0.101906,2022,10,19,16,37,13
2033,Person and Vehicle search,51.513813,-0.073531,2022,10,20,5,58,14
2038,Person search,51.516271,-0.076425,2022,10,24,4,55,50
2039,Person and Vehicle search,51.516271,-0.076425,2022,10,24,5,10,15
2040,Person and Vehicle search,51.511896,-0.09154,2022,10,24,22,20,51
2041,Person search,51.517332,-0.098519,2022,10,26,17,52,4
2042,Person search,51.514267,-0.079838,2022,10,28,0,26,13
2044,Person and Vehicle search,51.514267,-0.079838,2022,10,28,14,29,33
2045,Person and Vehicle search,51.517461,-0.089808,2022,10,28,20,1,1
2046,Person search,51.520455,-0.078757,2022,10,29,2,34,6
2047,Person and Vehicle search,51.520455,-0.078757,2022,10,29,2,39,38
2048,Person and Vehicle search,51.520455,-0.078757,2022,10,29,5,32,9
2049,Person and Vehicle search,51.520455,-0.078757,2022,10,29,5,43,44
2050,Person search,51.511332,-0.077959,2022,10,29,16,21,43
2051,Person search,51.511332,-0.077959,2022,10,29,17,28,2
2057,Person search,51.516103,-0.089822,2022,11,3,21,52,30
2058,Person search,51.510864,-0.089479,2022,11,4,3,22,10
2059,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,9,35
2060,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,38,9
2061,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,40,6
2062,Person and Vehicle search,51.516271,-0.092971,2022,11,4,15,19,43
2063,Person search,51.516271,-0.092971,2022,11,4,15,25,52
2064,Person search,51.511759,-0.076038,2022,11,5,1,52,49
2066,Person search,51.511965,-0.075453,2022,11,9,5,44,50
2067,Person and Vehicle search,51.511965,-0.075453,2022,11,9,7,14,56
2068,Person and Vehicle search,51.527173,-0.080478,2022,11,9,16,57,11
2071,Person and Vehicle search,51.513631,-0.086019,2022,11,12,3,17,7
2072,Person and Vehicle search,51.51477,-0.101292,2022,11,14,8,2,3
2073,Person and Vehicle search,51.510725,-0.084844,2022,11,16,23,17,55
2075,Person and Vehicle search,51.515178,-0.076716,2022,11,18,1,39,48
2076,Person and Vehicle search,51.515178,-0.076716,2022,11,18,2,58,9
2077,Person search,51.517051,-0.102812,2022,11,18,19,23,46
2078,Person search,51.517051,-0.102812,2022,11,18,19,41,39
2079,Person and Vehicle search,51.517461,-0.089808,2022,11,18,20,7,37
2080,Person and Vehicle search,51.51277,-0.118367,2022,11,19,3,10,56
2083,Person and Vehicle search,51.511794,-0.101906,2022,11,22,4,5,33
2084,Person search,51.508312,-0.079138,2022,11,22,18,25,57
2085,Person and Vehicle search,51.517461,-0.089808,2022,11,23,5,55,22
2086,Person search,51.519045,-0.097078,2022,11,23,19,7,30
2087,Person and Vehicle search,51.519045,-0.097078,2022,11,24,13,16,19
2088,Person search,51.513631,-0.086019,2022,11,24,16,1,19
2091,Person and Vehicle search,51.51277,-0.118367,2022,11,26,21,42,6
2092,Person search,51.518461,-0.097103,2022,11,27,0,46,46
