,Date,Latitude,Longitude,Time difference,Time difference in months,Time difference in weeks,Time difference in hours
1100,2021-05-18 11:25:10+00:00,51.514276,-0.087549,1 days 20:12:10,0.0328515111695138,0.14285714285714285,44.202777777777776
1102,2021-05-20 07:37:20+00:00,51.525993,-0.073233,0 days 02:58:47,0.0,0.0,2.979722222222222
1104,2021-05-20 10:36:07+00:00,51.514367,-0.076592,1 days 21:50:39,0.0328515111695138,0.14285714285714285,45.844166666666666
1107,2021-05-22 08:26:46+00:00,51.519812,-0.093933,0 days 02:34:57,0.0,0.0,2.5825
1108,2021-05-22 11:01:43+00:00,51.513061,-0.076459,0 days 15:35:59,0.0,0.0,15.599722222222223
1109,2021-05-23 02:37:42+00:00,51.518262,-0.097053,1 days 08:54:51,0.0328515111695138,0.14285714285714285,32.91416666666667
1112,2021-05-24 11:32:33+00:00,51.512462,-0.076095,0 days 00:04:57,0.0,0.0,0.0825
1113,2021-05-24 11:37:30+00:00,51.512462,-0.076095,1 days 23:00:46,0.0328515111695138,0.14285714285714285,47.01277777777778
1117,2021-05-26 10:38:16+00:00,51.519812,-0.093933,0 days 16:33:30,0.0,0.0,16.558333333333334
1118,2021-05-27 03:11:46+00:00,51.511053,-0.075722,0 days 06:41:00,0.0,0.0,6.683333333333334
1119,2021-05-27 09:52:46+00:00,51.514457,-0.073849,0 days 16:05:18,0.0,0.0,16.088333333333335
1120,2021-05-28 01:58:04+00:00,51.515196,-0.071772,0 days 07:03:04,0.0,0.0,7.051111111111111
1121,2021-05-28 09:01:08+00:00,51.516351,-0.082965,2 days 17:17:25,0.0657030223390276,0.2857142857142857,65.29027777777777
1122,2021-05-31 02:18:33+00:00,51.513524,-0.090506,3 days 01:59:04,0.09855453350854139,0.42857142857142855,73.98444444444445
1123,2021-06-03 04:17:37+00:00,51.511386,-0.092296,0 days 02:03:43,0.0,0.0,2.0619444444444444
1124,2021-06-03 06:21:20+00:00,51.517231,-0.079613,0 days 00:00:00,0.0,0.0,0.0
1125,2021-06-03 06:21:20+00:00,51.516814,-0.08162,0 days 03:51:56,0.0,0.0,3.8655555555555554
1126,2021-06-03 10:13:16+00:00,51.516233,-0.077392,0 days 00:04:56,0.0,0.0,0.08222222222222222
1127,2021-06-03 10:18:12+00:00,51.512462,-0.076095,0 days 23:07:49,0.0,0.0,23.130277777777778
1129,2021-06-04 09:26:01+00:00,51.513377,-0.096363,0 days 02:05:56,0.0,0.0,2.098888888888889
1130,2021-06-04 11:31:57+00:00,51.516233,-0.077392,0 days 13:47:57,0.0,0.0,13.799166666666666
1132,2021-06-05 01:19:54+00:00,51.514513,-0.096561,0 days 04:15:43,0.0,0.0,4.2619444444444445
1133,2021-06-05 05:35:37+00:00,51.507808,-0.07913,0 days 03:31:20,0.0,0.0,3.522222222222222
1134,2021-06-05 09:06:57+00:00,51.509414,-0.093791,0 days 15:50:29,0.0,0.0,15.841388888888888
1135,2021-06-06 00:57:26+00:00,51.509547,-0.076031,0 days 05:54:07,0.0,0.0,5.901944444444444
1136,2021-06-06 06:51:33+00:00,51.516347,-0.104887,0 days 01:51:08,0.0,0.0,1.8522222222222222
1137,2021-06-06 08:42:41+00:00,51.51768,-0.078484,2 days 15:29:40,0.0657030223390276,0.2857142857142857,63.49444444444445
1142,2021-06-09 00:12:21+00:00,51.516351,-0.082965,1 days 00:48:45,0.0328515111695138,0.14285714285714285,24.8125
1143,2021-06-10 01:01:06+00:00,51.515504,-0.07627,0 days 00:16:15,0.0,0.0,0.2708333333333333
1144,2021-06-10 01:17:21+00:00,51.515504,-0.07627,1 days 02:13:38,0.0328515111695138,0.14285714285714285,26.227222222222224
1146,2021-06-11 03:30:59+00:00,51.509547,-0.076031,2 days 01:32:57,0.0657030223390276,0.2857142857142857,49.549166666666665
1147,2021-06-13 05:03:56+00:00,51.50932,-0.084701,2 days 01:02:42,0.0657030223390276,0.2857142857142857,49.045
1150,2021-06-15 06:06:38+00:00,51.514409,-0.079674,0 days 22:12:58,0.0,0.0,22.21611111111111
1151,2021-06-16 04:19:36+00:00,51.512598,-0.084967,0 days 20:38:42,0.0,0.0,20.645
1152,2021-06-17 00:58:18+00:00,51.509848,-0.104494,0 days 03:23:50,0.0,0.0,3.397222222222222
1153,2021-06-17 04:22:08+00:00,51.509848,-0.104494,0 days 02:24:34,0.0,0.0,2.4094444444444445
1154,2021-06-17 06:46:42+00:00,51.515142,-0.097645,0 days 04:46:39,0.0,0.0,4.7775
1155,2021-06-17 11:33:21+00:00,51.509848,-0.104494,1 days 00:02:38,0.0328515111695138,0.14285714285714285,24.04388888888889
1156,2021-06-18 11:35:59+00:00,51.517042,-0.102812,0 days 17:47:01,0.0,0.0,17.78361111111111
1157,2021-06-19 05:23:00+00:00,51.510795,-0.077578,0 days 04:06:27,0.0,0.0,4.1075
1158,2021-06-19 09:29:27+00:00,51.513915,-0.07318,0 days 00:08:54,0.0,0.0,0.14833333333333334
1159,2021-06-19 09:38:21+00:00,51.513915,-0.07318,2 days 19:15:15,0.0657030223390276,0.2857142857142857,67.25416666666666
1161,2021-06-22 04:53:36+00:00,51.510414,-0.073515,1 days 01:00:18,0.0328515111695138,0.14285714285714285,25.005
1163,2021-06-23 05:53:54+00:00,51.516814,-0.08162,0 days 04:03:11,0.0,0.0,4.053055555555556
1164,2021-06-23 09:57:05+00:00,51.514203,-0.094628,0 days 17:39:52,0.0,0.0,17.664444444444445
1166,2021-06-24 03:36:57+00:00,51.511794,-0.088042,0 days 03:57:20,0.0,0.0,3.9555555555555557
1167,2021-06-24 07:34:17+00:00,51.537964,-0.056981,0 days 17:17:26,0.0,0.0,17.290555555555557
1168,2021-06-25 00:51:43+00:00,51.510795,-0.077578,0 days 00:42:44,0.0,0.0,0.7122222222222222
1169,2021-06-25 01:34:27+00:00,51.506255,-0.074901,0 days 07:37:44,0.0,0.0,7.628888888888889
1171,2021-06-25 09:12:11+00:00,51.517032,-0.089451,0 days 00:39:02,0.0,0.0,0.6505555555555556
1172,2021-06-25 09:51:13+00:00,51.516814,-0.08162,0 days 15:25:25,0.0,0.0,15.42361111111111
1173,2021-06-26 01:16:38+00:00,51.516814,-0.08162,0 days 01:33:18,0.0,0.0,1.555
1174,2021-06-26 02:49:56+00:00,51.510182,-0.092865,0 days 02:12:22,0.0,0.0,2.206111111111111
1175,2021-06-26 05:02:18+00:00,51.517032,-0.089451,0 days 00:16:05,0.0,0.0,0.26805555555555555
1176,2021-06-26 05:18:23+00:00,51.516814,-0.08162,5 days 20:11:50,0.164257555847569,0.7142857142857143,140.19722222222222
1183,2021-07-02 01:30:13+00:00,51.512856,-0.073254,1 days 08:49:23,0.0328515111695138,0.14285714285714285,32.823055555555555
1185,2021-07-03 10:19:36+00:00,51.518743,-0.089596,0 days 14:42:09,0.0,0.0,14.7025
1186,2021-07-04 01:01:45+00:00,51.513435,-0.075146,0 days 00:06:19,0.0,0.0,0.10527777777777778
1187,2021-07-04 01:08:04+00:00,51.513435,-0.075146,0 days 04:52:23,0.0,0.0,4.873055555555555
1189,2021-07-04 06:00:27+00:00,51.513051,-0.104001,0 days 21:10:26,0.0,0.0,21.17388888888889
1190,2021-07-05 03:10:53+00:00,51.511749,-0.108018,0 days 05:04:20,0.0,0.0,5.072222222222222
1191,2021-07-05 08:15:13+00:00,51.516386,-0.108965,1 days 00:19:30,0.0328515111695138,0.14285714285714285,24.325
1193,2021-07-06 08:34:43+00:00,51.509344,-0.080665,0 days 00:25:23,0.0,0.0,0.4230555555555556
1194,2021-07-06 09:00:06+00:00,51.514203,-0.094628,0 days 02:15:28,0.0,0.0,2.2577777777777777
1195,2021-07-06 11:15:34+00:00,51.514763,-0.075508,1 days 16:44:00,0.0328515111695138,0.14285714285714285,40.733333333333334
1197,2021-07-08 03:59:34+00:00,51.516508,-0.079398,0 days 04:57:31,0.0,0.0,4.958611111111111
1198,2021-07-08 08:57:05+00:00,51.51972,-0.099933,0 days 20:14:06,0.0,0.0,20.235
1199,2021-07-09 05:11:11+00:00,51.509344,-0.080665,0 days 00:25:04,0.0,0.0,0.4177777777777778
1200,2021-07-09 05:36:15+00:00,51.512462,-0.076095,1 days 22:00:34,0.0328515111695138,0.14285714285714285,46.00944444444445
1202,2021-07-11 03:36:49+00:00,51.514933,-0.074896,0 days 00:13:32,0.0,0.0,0.22555555555555556
1203,2021-07-11 03:50:21+00:00,51.51768,-0.078484,0 days 20:33:45,0.0,0.0,20.5625
1205,2021-07-12 00:24:06+00:00,51.511625,-0.081549,1 days 00:07:20,0.0328515111695138,0.14285714285714285,24.122222222222224
1206,2021-07-13 00:31:26+00:00,51.513769,-0.076833,0 days 03:31:53,0.0,0.0,3.531388888888889
1208,2021-07-13 04:03:19+00:00,51.511625,-0.081549,1 days 01:47:38,0.0328515111695138,0.14285714285714285,25.79388888888889
1210,2021-07-14 05:50:57+00:00,51.514418,-0.091823,0 days 20:42:52,0.0,0.0,20.714444444444446
1211,2021-07-15 02:33:49+00:00,51.508066,-0.08778,2 days 07:16:40,0.0657030223390276,0.2857142857142857,55.27777777777778
1215,2021-07-17 09:50:29+00:00,51.516814,-0.08162,0 days 16:59:05,0.0,0.0,16.98472222222222
1216,2021-07-18 02:49:34+00:00,51.514203,-0.094628,1 days 02:06:38,0.0328515111695138,0.14285714285714285,26.110555555555557
1217,2021-07-19 04:56:12+00:00,51.514933,-0.074896,0 days 00:11:09,0.0,0.0,0.18583333333333332
1218,2021-07-19 05:07:21+00:00,51.514933,-0.074896,2 days 03:36:48,0.0657030223390276,0.2857142857142857,51.61333333333334
1222,2021-07-21 08:44:09+00:00,51.518709,-0.101345,1 days 01:57:19,0.0328515111695138,0.14285714285714285,25.955277777777777
1225,2021-07-22 10:41:28+00:00,51.517149,-0.08776,1 days 16:25:46,0.0328515111695138,0.14285714285714285,40.42944444444444
1226,2021-07-24 03:07:14+00:00,51.50995,-0.078665,0 days 00:21:16,0.0,0.0,0.35444444444444445
1227,2021-07-24 03:28:30+00:00,51.513171,-0.077694,0 days 20:48:02,0.0,0.0,20.800555555555555
1228,2021-07-25 00:16:32+00:00,51.509313,-0.07385,2 days 05:07:37,0.0657030223390276,0.2857142857142857,53.12694444444445
1230,2021-07-27 05:24:09+00:00,51.513389,-0.080034,3 days 00:19:01,0.09855453350854139,0.42857142857142855,72.31694444444445
1233,2021-07-30 05:43:10+00:00,51.516855,-0.080234,1 days 22:44:22,0.0328515111695138,0.14285714285714285,46.739444444444445
1237,2021-08-01 04:27:32+00:00,51.51768,-0.078484,0 days 20:56:44,0.0,0.0,20.945555555555554
1238,2021-08-02 01:24:16+00:00,51.517196,-0.085149,1 days 01:21:43,0.0328515111695138,0.14285714285714285,25.361944444444443
1240,2021-08-03 02:45:59+00:00,51.513799,-0.071038,1 days 02:40:54,0.0328515111695138,0.14285714285714285,26.68166666666667
1242,2021-08-04 05:26:53+00:00,51.516814,-0.08162,0 days 21:24:21,0.0,0.0,21.405833333333334
1244,2021-08-05 02:51:14+00:00,51.520699,-0.097601,0 days 00:23:28,0.0,0.0,0.39111111111111113
1245,2021-08-05 03:14:42+00:00,51.508066,-0.08778,1 days 00:49:59,0.0328515111695138,0.14285714285714285,24.833055555555557
1248,2021-08-06 04:04:41+00:00,51.514203,-0.094628,0 days 00:02:12,0.0,0.0,0.03666666666666667
1249,2021-08-06 04:06:53+00:00,51.514203,-0.094628,0 days 00:00:30,0.0,0.0,0.008333333333333333
1250,2021-08-06 04:07:23+00:00,51.514203,-0.094628,1 days 01:58:51,0.0328515111695138,0.14285714285714285,25.980833333333333
1252,2021-08-07 06:06:14+00:00,51.515504,-0.07627,2 days 22:20:22,0.0657030223390276,0.2857142857142857,70.33944444444444
1253,2021-08-10 04:26:36+00:00,51.514203,-0.094628,0 days 00:53:50,0.0,0.0,0.8972222222222223
1254,2021-08-10 05:20:26+00:00,51.5169,-0.084095,2 days 00:47:10,0.0657030223390276,0.2857142857142857,48.78611111111111
1258,2021-08-12 06:07:36+00:00,51.514367,-0.076592,0 days 19:24:22,0.0,0.0,19.406111111111112
1260,2021-08-13 01:31:58+00:00,51.509848,-0.104494,0 days 06:01:32,0.0,0.0,6.025555555555556
1261,2021-08-13 07:33:30+00:00,51.509848,-0.104494,0 days 03:42:57,0.0,0.0,3.7158333333333333
1262,2021-08-13 11:16:27+00:00,51.511749,-0.108018,0 days 00:15:41,0.0,0.0,0.2613888888888889
1263,2021-08-13 11:32:08+00:00,51.515546,-0.070056,0 days 21:22:48,0.0,0.0,21.38
1265,2021-08-14 08:54:56+00:00,51.518017,-0.075991,0 days 00:49:43,0.0,0.0,0.8286111111111111
1266,2021-08-14 09:44:39+00:00,51.512598,-0.084967,0 days 19:05:34,0.0,0.0,19.092777777777776
1267,2021-08-15 04:50:13+00:00,51.509313,-0.07385,0 days 01:00:42,0.0,0.0,1.0116666666666667
1268,2021-08-15 05:50:55+00:00,51.516207,-0.101794,0 days 01:16:42,0.0,0.0,1.2783333333333333
1269,2021-08-15 07:07:37+00:00,51.517196,-0.085149,0 days 20:50:18,0.0,0.0,20.838333333333335
1272,2021-08-16 03:57:55+00:00,51.51265,-0.101452,0 days 01:26:53,0.0,0.0,1.4480555555555557
1273,2021-08-16 05:24:48+00:00,51.51265,-0.101452,3 days 04:00:13,0.09855453350854139,0.42857142857142855,76.00361111111111
1276,2021-08-19 09:25:01+00:00,51.51868,-0.085173,0 days 19:00:19,0.0,0.0,19.005277777777778
1277,2021-08-20 04:25:20+00:00,51.520059,-0.084251,0 days 02:26:45,0.0,0.0,2.4458333333333333
1278,2021-08-20 06:52:05+00:00,51.522233,-0.107382,0 days 17:56:27,0.0,0.0,17.940833333333334
1279,2021-08-21 00:48:32+00:00,51.516351,-0.082965,1 days 09:19:26,0.0328515111695138,0.14285714285714285,33.32388888888889
1280,2021-08-22 10:07:58+00:00,51.512147,-0.092077,0 days 19:47:34,0.0,0.0,19.79277777777778
1282,2021-08-23 05:55:32+00:00,51.516386,-0.108965,0 days 22:30:35,0.0,0.0,22.509722222222223
1284,2021-08-24 04:26:07+00:00,51.510148,-0.077029,0 days 23:09:07,0.0,0.0,23.151944444444446
1286,2021-08-25 03:35:14+00:00,51.51494,-0.079162,0 days 02:06:04,0.0,0.0,2.101111111111111
1288,2021-08-25 05:41:18+00:00,51.510494,-0.084983,0 days 20:28:39,0.0,0.0,20.4775
1290,2021-08-26 02:09:57+00:00,51.516814,-0.08162,0 days 02:32:29,0.0,0.0,2.5413888888888887
1291,2021-08-26 04:42:26+00:00,51.505396,-0.088901,0 days 21:58:29,0.0,0.0,21.974722222222223
1292,2021-08-27 02:40:55+00:00,51.513914,-0.11071,1 days 22:48:53,0.0328515111695138,0.14285714285714285,46.81472222222222
1298,2021-08-29 01:29:48+00:00,51.518226,-0.111497,0 days 23:20:20,0.0,0.0,23.33888888888889
1301,2021-08-30 00:50:08+00:00,51.508066,-0.08778,2 days 00:52:39,0.0657030223390276,0.2857142857142857,48.8775
1305,2021-09-01 01:42:47+00:00,51.514151,-0.074958,0 days 10:06:52,0.0,0.0,10.114444444444445
1307,2021-09-01 11:49:39+00:00,51.514151,-0.074958,0 days 14:22:05,0.0,0.0,14.368055555555555
1309,2021-09-02 02:11:44+00:00,51.517032,-0.089451,0 days 00:27:42,0.0,0.0,0.46166666666666667
1310,2021-09-02 02:39:26+00:00,51.514457,-0.073849,0 days 04:54:50,0.0,0.0,4.913888888888889
1312,2021-09-02 07:34:16+00:00,51.512598,-0.084967,0 days 20:37:56,0.0,0.0,20.63222222222222
1313,2021-09-03 04:12:12+00:00,51.508066,-0.08778,0 days 00:08:57,0.0,0.0,0.14916666666666667
1314,2021-09-03 04:21:09+00:00,51.508066,-0.08778,0 days 06:54:44,0.0,0.0,6.912222222222222
1315,2021-09-03 11:15:53+00:00,51.513171,-0.077694,0 days 17:08:44,0.0,0.0,17.145555555555557
1316,2021-09-04 04:24:37+00:00,51.516814,-0.08162,3 days 23:39:24,0.09855453350854139,0.42857142857142855,95.65666666666667
1317,2021-09-08 04:04:01+00:00,51.513447,-0.093493,0 days 04:21:29,0.0,0.0,4.358055555555556
1318,2021-09-08 08:25:30+00:00,51.515504,-0.07627,0 days 20:55:48,0.0,0.0,20.93
1320,2021-09-09 05:21:18+00:00,51.514203,-0.094628,0 days 04:16:07,0.0,0.0,4.268611111111111
1322,2021-09-09 09:37:25+00:00,51.518091,-0.078308,0 days 01:06:18,0.0,0.0,1.105
1323,2021-09-09 10:43:43+00:00,51.518091,-0.078308,0 days 18:23:25,0.0,0.0,18.39027777777778
1325,2021-09-10 05:07:08+00:00,51.515504,-0.07627,0 days 01:47:59,0.0,0.0,1.7997222222222222
1326,2021-09-10 06:55:07+00:00,51.517244,-0.080376,0 days 03:42:44,0.0,0.0,3.712222222222222
1327,2021-09-10 10:37:51+00:00,51.518362,-0.077245,1 days 00:20:31,0.0328515111695138,0.14285714285714285,24.341944444444444
1329,2021-09-11 10:58:22+00:00,51.52181,-0.097929,0 days 13:15:00,0.0,0.0,13.25
1330,2021-09-12 00:13:22+00:00,51.51265,-0.101452,0 days 02:11:00,0.0,0.0,2.183333333333333
1331,2021-09-12 02:24:22+00:00,51.506837,-0.111824,0 days 00:34:30,0.0,0.0,0.575
1332,2021-09-12 02:58:52+00:00,51.510868,-0.0969,0 days 02:17:52,0.0,0.0,2.2977777777777777
1333,2021-09-12 05:16:44+00:00,51.512829,-0.094758,0 days 05:43:57,0.0,0.0,5.7325
1335,2021-09-12 11:00:41+00:00,51.516814,-0.08162,2 days 18:31:39,0.0657030223390276,0.2857142857142857,66.5275
1338,2021-09-15 05:32:20+00:00,51.516351,-0.082965,2 days 04:21:20,0.0657030223390276,0.2857142857142857,52.355555555555554
1341,2021-09-17 09:53:40+00:00,51.509848,-0.104494,2 days 20:14:26,0.0657030223390276,0.2857142857142857,68.24055555555556
1344,2021-09-20 06:08:06+00:00,51.513769,-0.076833,0 days 23:42:33,0.0,0.0,23.70916666666667
1345,2021-09-21 05:50:39+00:00,51.516814,-0.08162,0 days 00:02:11,0.0,0.0,0.03638888888888889
1346,2021-09-21 05:52:50+00:00,51.516814,-0.08162,0 days 00:24:04,0.0,0.0,0.4011111111111111
1347,2021-09-21 06:16:54+00:00,51.513114,-0.086272,2 days 02:06:37,0.0657030223390276,0.2857142857142857,50.110277777777775
1350,2021-09-23 08:23:31+00:00,51.518189,-0.082628,0 days 21:42:22,0.0,0.0,21.70611111111111
1353,2021-09-24 06:05:53+00:00,51.517032,-0.089451,0 days 22:34:03,0.0,0.0,22.5675
1354,2021-09-25 04:39:56+00:00,51.518494,-0.111962,0 days 00:22:08,0.0,0.0,0.3688888888888889
1355,2021-09-25 05:02:04+00:00,51.511224,-0.074115,3 days 00:11:02,0.09855453350854139,0.42857142857142855,72.18388888888889
1356,2021-09-28 05:13:06+00:00,51.509848,-0.104494,0 days 21:05:12,0.0,0.0,21.086666666666666
1358,2021-09-29 02:18:18+00:00,51.514501,-0.089716,0 days 02:56:06,0.0,0.0,2.935
1360,2021-09-29 05:14:24+00:00,51.51445,-0.100974,0 days 00:28:30,0.0,0.0,0.475
1361,2021-09-29 05:42:54+00:00,51.514158,-0.100179,0 days 22:04:36,0.0,0.0,22.076666666666668
1362,2021-09-30 03:47:30+00:00,51.509757,-0.083386,0 days 03:15:21,0.0,0.0,3.2558333333333334
1363,2021-09-30 07:02:51+00:00,51.509757,-0.083386,0 days 23:38:43,0.0,0.0,23.64527777777778
1365,2021-10-01 06:41:34+00:00,51.517032,-0.089451,0 days 00:00:00,0.0,0.0,0.0
1366,2021-10-01 06:41:34+00:00,51.517032,-0.089451,0 days 02:25:33,0.0,0.0,2.4258333333333333
1368,2021-10-01 09:07:07+00:00,51.517032,-0.089451,1 days 17:05:31,0.0328515111695138,0.14285714285714285,41.091944444444444
1369,2021-10-03 02:12:38+00:00,51.516814,-0.08162,0 days 02:45:19,0.0,0.0,2.7552777777777777
1370,2021-10-03 04:57:57+00:00,51.518433,-0.078856,0 days 22:48:13,0.0,0.0,22.80361111111111
1371,2021-10-04 03:46:10+00:00,51.516814,-0.08162,2 days 04:48:31,0.0657030223390276,0.2857142857142857,52.80861111111111
1373,2021-10-06 08:34:41+00:00,51.50932,-0.084701,0 days 16:43:15,0.0,0.0,16.720833333333335
1374,2021-10-07 01:17:56+00:00,51.516386,-0.108965,0 days 04:11:01,0.0,0.0,4.183611111111111
1376,2021-10-07 05:28:57+00:00,51.513389,-0.080034,0 days 03:08:40,0.0,0.0,3.1444444444444444
1378,2021-10-07 08:37:37+00:00,51.509344,-0.080665,1 days 02:45:08,0.0328515111695138,0.14285714285714285,26.752222222222223
1380,2021-10-08 11:22:45+00:00,51.520699,-0.097601,3 days 13:04:31,0.09855453350854139,0.42857142857142855,85.07527777777777
1383,2021-10-12 00:27:16+00:00,51.506255,-0.074901,1 days 05:51:03,0.0328515111695138,0.14285714285714285,29.850833333333334
1385,2021-10-13 06:18:19+00:00,51.522233,-0.107382,0 days 04:16:15,0.0,0.0,4.270833333333333
1387,2021-10-13 10:34:34+00:00,51.513171,-0.077694,0 days 00:05:43,0.0,0.0,0.09527777777777778
1388,2021-10-13 10:40:17+00:00,51.515606,-0.094094,0 days 00:29:31,0.0,0.0,0.49194444444444446
1389,2021-10-13 11:09:48+00:00,51.514501,-0.089716,1 days 14:09:56,0.0328515111695138,0.14285714285714285,38.16555555555556
1390,2021-10-15 01:19:44+00:00,51.520678,-0.080318,6 days 09:22:33,0.19710906701708278,0.8571428571428571,153.37583333333333
1398,2021-10-21 10:42:17+00:00,51.511923,-0.086624,1 days 18:40:56,0.0328515111695138,0.14285714285714285,42.68222222222222
1400,2021-10-23 05:23:13+00:00,51.513333,-0.088727,0 days 19:53:06,0.0,0.0,19.885
1401,2021-10-24 01:16:19+00:00,51.509757,-0.083386,1 days 04:03:41,0.0328515111695138,0.14285714285714285,28.06138888888889
1402,2021-10-25 05:20:00+00:00,51.516347,-0.104887,1 days 21:48:39,0.0328515111695138,0.14285714285714285,45.810833333333335
1406,2021-10-27 03:08:39+00:00,51.510671,-0.084284,0 days 01:41:17,0.0,0.0,1.6880555555555556
1407,2021-10-27 04:49:56+00:00,51.510671,-0.084284,0 days 22:24:31,0.0,0.0,22.40861111111111
1408,2021-10-28 03:14:27+00:00,51.517534,-0.09596,0 days 00:52:01,0.0,0.0,0.8669444444444444
1409,2021-10-28 04:06:28+00:00,51.51494,-0.079162,1 days 00:50:53,0.0328515111695138,0.14285714285714285,24.848055555555554
1410,2021-10-29 04:57:21+00:00,51.514157,-0.091258,2 days 00:11:29,0.0657030223390276,0.2857142857142857,48.19138888888889
1412,2021-10-31 05:08:50+00:00,51.510873,-0.105561,0 days 02:13:32,0.0,0.0,2.2255555555555557
1413,2021-10-31 07:22:22+00:00,51.511749,-0.108018,0 days 23:06:48,0.0,0.0,23.113333333333333
1414,2021-11-01 06:29:10+00:00,51.509757,-0.083386,0 days 01:10:38,0.0,0.0,1.1772222222222222
1415,2021-11-01 07:39:48+00:00,51.50932,-0.084701,0 days 03:39:03,0.0,0.0,3.6508333333333334
1417,2021-11-01 11:18:51+00:00,51.513171,-0.077694,1 days 16:52:36,0.0328515111695138,0.14285714285714285,40.876666666666665
1420,2021-11-03 04:11:27+00:00,51.521038,-0.078718,0 days 02:39:21,0.0,0.0,2.6558333333333333
1423,2021-11-03 06:50:48+00:00,51.521038,-0.078718,0 days 00:38:00,0.0,0.0,0.6333333333333333
1424,2021-11-03 07:28:48+00:00,51.516233,-0.077392,0 days 21:52:04,0.0,0.0,21.86777777777778
1428,2021-11-04 05:20:52+00:00,51.513389,-0.080034,0 days 01:18:01,0.0,0.0,1.3002777777777779
1429,2021-11-04 06:38:53+00:00,51.513389,-0.080034,0 days 19:18:58,0.0,0.0,19.316111111111113
1430,2021-11-05 01:57:51+00:00,51.522233,-0.107382,0 days 07:49:55,0.0,0.0,7.831944444444445
1432,2021-11-05 09:47:46+00:00,51.514151,-0.074958,0 days 21:22:47,0.0,0.0,21.379722222222224
1433,2021-11-06 07:10:33+00:00,51.512598,-0.084967,1 days 23:14:56,0.0328515111695138,0.14285714285714285,47.24888888888889
1434,2021-11-08 06:25:29+00:00,51.516814,-0.08162,1 days 23:41:47,0.0328515111695138,0.14285714285714285,47.69638888888889
1436,2021-11-10 06:07:16+00:00,51.509547,-0.076031,0 days 04:12:10,0.0,0.0,4.2027777777777775
1437,2021-11-10 10:19:26+00:00,51.518262,-0.088203,1 days 18:48:20,0.0328515111695138,0.14285714285714285,42.80555555555556
1442,2021-11-12 05:07:46+00:00,51.516814,-0.08162,0 days 00:34:30,0.0,0.0,0.575
1443,2021-11-12 05:42:16+00:00,51.50932,-0.084701,0 days 00:13:44,0.0,0.0,0.2288888888888889
1444,2021-11-12 05:56:00+00:00,51.513865,-0.092625,0 days 06:40:58,0.0,0.0,6.682777777777778
1446,2021-11-12 12:36:58+00:00,51.517032,-0.089451,0 days 20:47:04,0.0,0.0,20.784444444444443
1447,2021-11-13 09:24:02+00:00,51.51532,-0.069431,5 days 00:46:35,0.164257555847569,0.7142857142857143,120.77638888888889
1450,2021-11-18 10:10:37+00:00,51.512856,-0.073254,0 days 17:14:57,0.0,0.0,17.249166666666667
1452,2021-11-19 03:25:34+00:00,51.519807,-0.09144,1 days 07:22:09,0.0328515111695138,0.14285714285714285,31.36916666666667
1456,2021-11-20 10:47:43+00:00,51.512598,-0.084967,0 days 16:53:56,0.0,0.0,16.898888888888887
1457,2021-11-21 03:41:39+00:00,51.517534,-0.09596,0 days 21:49:40,0.0,0.0,21.82777777777778
1458,2021-11-22 01:31:19+00:00,51.518864,-0.097562,0 days 01:15:28,0.0,0.0,1.2577777777777779
1462,2021-11-22 02:46:47+00:00,51.50993,-0.068161,4 days 03:46:07,0.1314060446780552,0.5714285714285714,99.76861111111111
1466,2021-11-26 06:32:54+00:00,51.516814,-0.08162,0 days 18:52:56,0.0,0.0,18.88222222222222
1468,2021-11-27 01:25:50+00:00,51.516814,-0.08162,0 days 04:45:34,0.0,0.0,4.759444444444444
1469,2021-11-27 06:11:24+00:00,51.516814,-0.08162,0 days 04:42:56,0.0,0.0,4.7155555555555555
1470,2021-11-27 10:54:20+00:00,51.51768,-0.078484,0 days 19:38:17,0.0,0.0,19.638055555555557
1471,2021-11-28 06:32:37+00:00,51.516814,-0.08162,0 days 06:16:12,0.0,0.0,6.27
1472,2021-11-28 12:48:49+00:00,51.511794,-0.088042,0 days 14:42:17,0.0,0.0,14.704722222222221
1473,2021-11-29 03:31:06+00:00,51.518511,-0.08531,0 days 01:39:22,0.0,0.0,1.656111111111111
1474,2021-11-29 05:10:28+00:00,51.514151,-0.074958,0 days 20:26:14,0.0,0.0,20.43722222222222
1475,2021-11-30 01:36:42+00:00,51.516814,-0.08162,1 days 01:33:30,0.0328515111695138,0.14285714285714285,25.558333333333334
1476,2021-12-01 03:10:12+00:00,51.506255,-0.074901,0 days 08:26:37,0.0,0.0,8.44361111111111
1478,2021-12-01 11:36:49+00:00,51.517431,-0.082458,0 days 14:19:12,0.0,0.0,14.32
1479,2021-12-02 01:56:01+00:00,51.513114,-0.086272,0 days 03:14:01,0.0,0.0,3.233611111111111
1480,2021-12-02 05:10:02+00:00,51.514151,-0.074958,0 days 01:15:24,0.0,0.0,1.2566666666666666
1481,2021-12-02 06:25:26+00:00,51.515728,-0.078393,0 days 01:21:17,0.0,0.0,1.3547222222222222
1482,2021-12-02 07:46:43+00:00,51.52051,-0.08158,0 days 01:04:17,0.0,0.0,1.071388888888889
1483,2021-12-02 08:51:00+00:00,51.525445,-0.087528,1 days 01:49:17,0.0328515111695138,0.14285714285714285,25.82138888888889
1485,2021-12-03 10:40:17+00:00,51.512598,-0.084967,0 days 16:25:55,0.0,0.0,16.431944444444444
